,Unnamed: 0,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year;
"168902,13334,0.873,""['The Brothers Comatose', 'Nicki Bluhm']"",0.425,259147,0.33,0,4gwevWTMVBZuuuiEWB4PTi,0.0062,0,0.0871,-14.068,1,Morning Time (feat. Nicki Bluhm),44,2012-05-22,0.031,81.695,0.309,2012";
168903,13335,0.405,['The Weeknd'],0.693,230547,0.32299999999999995,1,3DpeUhOXKCf2Qwy8KMtWSy,2.1899999999999997e-05,3,0.149,-11.97,0,Rolling Stone,43,2012-01-01,0.0306,129.964,0.669,2012;
168904,13336,0.971,['Adriana Figueroa'],0.441,223530,0.113,0,2oSV0S6xZnGRYYaNqENX7T,0.000398,1,0.0773,-17.787,1,Daughter Of The Moon,48,2012,0.0346,139.803,0.33,2012;
168905,13337,0.165,['Twiztid'],0.402,281627,0.857,1,3XUZTfqhmaVqhzpWWGW3By,1.09e-06,4,0.113,-6.311,0,LDLHAIBCSYWA,45,2012-10-22,0.155,169.813,0.0987,2012;
168906,13338,0.35200000000000004,['El Trono de Mexico'],0.754,218573,0.696,0,6DZ8QXj5IAhVv3fJ7LUIfr,0.000865,6,0.184,-2.912,0,Te Ves Fatal,48,2012-01-01,0.0321,120.00200000000001,0.9670000000000001,2012;
168907,13339,0.0008939999999999998,['Secrets'],0.528,228653,0.929,0,47sBwdWH04YD9f7rt1priu,0.0013599999999999999,10,0.149,-4.548,1,Ass Back Home,47,2012-11-06,0.0493,131.985,0.611,2012;
168908,13340,0.00236,['Reik'],0.722,200000,0.687,0,0ITiP8ZhU0kDc4O6KWV8Hv,0.0011300000000000001,8,0.13,-8.843,0,Tu Mirada,58,2012-06-22,0.0288,127.01700000000001,0.6890000000000001,2012;
"168909,13341,0.16,""['deadmau5', 'Chris James']"",0.742,520146,0.631,0,7oPqRSubaWcDb5F68aw3P6,0.4270000000000001,9,0.0685,-8.945,1,The Veldt - 8 Minute Edit,45,2012-09-25,0.0321,128.025,0.33299999999999996,2012";
168910,13342,0.358,['Scattle'],0.747,244364,0.7509999999999999,0,6cthJIumjsMpJBeDJ2w6Dn,0.742,5,0.14300000000000002,-8.004,0,Knock Knock,51,2012,0.0662,110.0,0.965,2012;
"168911,13343,0.0285,""['Machine Gun Kelly', 'Ester Dean']"",0.479,185733,0.8590000000000001,1,1zBBo7indT2foQGQUoloWj,0.0,1,0.152,-5.28,1,Invincible,52,2012-01-01,0.368,118.25299999999999,0.261,2012";
168912,13344,0.0037600000000000003,['Green Day'],0.627,176987,0.971,1,5pP3WtXwZ6HjcbuJ3vhDTZ,4.11e-05,2,0.24600000000000002,-3.017,1,Let Yourself Go,52,2012-09-24,0.0376,101.0,0.605,2012;
168913,13345,0.46399999999999997,['Jenni Rivera'],0.705,238027,0.44799999999999995,0,02ykJXbTaAyxPgaicIRxo4,6.66e-06,7,0.0702,-5.643,1,Mariposa de Barrio,53,2012-12-01,0.0677,78.993,0.5529999999999999,2012;
168914,13346,0.0116,['Keith Urban'],0.41600000000000004,289560,0.747,0,64bWFjtzBRVSllQz9H2RAY,0.000124,11,0.0625,-7.752999999999999,0,For You,43,2012-01-01,0.0519,170.107,0.304,2012;
168915,13347,0.00112,['P!nk'],0.667,161973,0.902,1,6l2Q66TlfZqzbRkFrZOMT1,0.0,7,0.0624,-4.588,1,Walk of Shame,53,2012-09-18,0.0988,135.933,0.7190000000000001,2012;
"168916,13348,0.0716,""['Wiz Khalifa', '2 Chainz']"",0.833,227827,0.753,1,2o6Vyac7vIU35VMqhVV3qA,3.04e-06,1,0.637,-6.3329999999999975,1,It's Nothin (feat. 2 Chainz),44,2012-12-04,0.23199999999999998,138.469,0.502,2012";
168917,13349,0.419,['Keke Palmer'],0.7120000000000001,264173,0.4920000000000001,0,2qshskkXkMye1IpWcZvIPW,3.06e-06,7,0.10800000000000001,-8.004,1,Man In The Mirror,43,2012-01-10,0.0656,94.07,0.175,2012;
168918,13350,0.4970000000000001,['ABBA'],0.711,262493,0.8270000000000001,0,1zZLRpTzRTqPQ7G7uxYI9Y,0.000254,11,0.0822,-10.809000000000001,1,Angeleyes,55,2012-01-01,0.0331,133.157,0.9640000000000001,2012;
168919,13351,0.355,['The Real McKenzies'],0.93,270027,0.8170000000000001,0,3TLhkXFenusy509GrA8RUL,0.0,7,0.105,-6.4239999999999995,1,Barrett's Privateers,47,2012-03-27,0.184,100.152,0.649,2012;
168920,13352,0.005229999999999999,['Canserbero'],0.784,284813,0.73,0,4fhF0iJffyUJReKSecg78m,0.0,1,0.107,-6.1770000000000005,0,Mundo de Piedra,63,2012,0.191,94.40899999999999,0.0415,2012;
168921,13353,5.610000000000002e-05,['Deftones'],0.28,248893,0.861,0,0RLhtEt50QUwKXNwKI4dSJ,0.0977,10,0.0798,-4.6,1,Leathers,49,2012-11-09,0.0647,157.904,0.0597,2012;
"168922,13354,0.159,""['Odd Future', 'Hodgy', 'Domo Genesis', 'Tyler, The Creator']"",0.545,190253,0.75,1,3v7GtykYEMuSg4dQyw4qZb,0.0,4,0.147,-6.485,0,""Rella (feat. Hodgy, Domo Genesis & Tyler, The Creator)"",46,2012-03-16,0.312,138.768,0.8809999999999999,2012";
"168923,13355,0.264,""['Mac Miller', 'Sir Michael Rocks']"",0.645,279568,0.804,1,5UA5ownmiX7KlCfEjfx8Eu,0.0,9,0.20800000000000002,-4.743,1,Aliens Fighting Robots,45,2012-03-23,0.221,145.999,0.5489999999999999,2012";
168924,13356,0.0167,['MercyMe'],0.449,290147,0.82,0,1R0OILfWpYasl5pNrN4zDl,0.0,9,0.0931,-4.8919999999999995,1,The Hurt & The Healer,43,2012-05-22,0.0402,134.965,0.34700000000000003,2012;
168925,13357,0.29600000000000004,['Dirty Heads'],0.838,208827,0.693,1,5tEaZFMFvJF0vrNZLVZRDm,0.0,9,0.14,-4.899,1,Sails to the Wind,44,2012-09-03,0.11800000000000001,111.95200000000001,0.46,2012;
168926,13358,0.479,['The Weeknd'],0.68,275493,0.7070000000000001,0,0d2nqd8iWUX0BpLo6Lg2C8,0.0,7,0.511,-7.225,0,D.D.,43,2012-01-01,0.0987,119.993,0.382,2012;
168927,13359,0.0508,['Imagine Dragons'],0.445,215533,0.599,0,3WQZfz5DLbO2vnJDWNxRBf,4.26e-05,0,0.17800000000000002,-6.824,1,Every Night,44,2012-09-04,0.0298,139.775,0.41700000000000004,2012;
"168928,13360,0.327,""['Meek Mill', 'Big Sean']"",0.67,216667,0.895,1,3BaridxR3bsmZw3F8ERWPj,0.0,2,0.26899999999999996,-1.4380000000000002,1,Burn (feat. Big Sean),43,2012-09-10,0.349,111.389,0.622,2012";
168929,13361,0.21,['Gigi'],0.7,213571,0.795,0,0WJu9b40dVUO7tugHZvlhh,0.0,2,0.106,-8.105,0,Still I Love You - Radio Version,47,2012-07-18,0.0786,104.99,0.897,2012;
168930,13362,0.00309,['Imagine Dragons'],0.5670000000000001,272680,0.5429999999999999,0,0Hl7Z3TIEgY0JSbQNDM4ZA,0.0758,0,0.163,-7.7360000000000015,1,America,43,2012-09-04,0.0313,113.03399999999999,0.0899,2012;
168931,13363,0.364,['The Beach Boys'],0.505,170933,0.38799999999999996,0,6KZqW1CRQjzpRgXoOmLkKQ,2.58e-05,4,0.168,-10.849,1,Don't Worry Baby,45,2012-01-01,0.0302,120.98700000000001,0.8490000000000001,2012;
168932,13364,0.000851,['KDrew'],0.66,248571,0.7290000000000001,0,3mYP2JXlrv2iLyU8GIAszA,0.006790000000000001,6,0.10800000000000001,-5.244,0,Bullseye,51,2012-02-01,0.0529,105.015,0.439,2012;
168933,13365,0.0298,['Gigi'],0.7440000000000001,198840,0.7020000000000001,0,4EsbDJSLI8tWGQujd67oTc,0.000175,7,0.33,-8.374,1,Uleleley - Radio Version,47,2012-07-18,0.129,124.992,0.787,2012;
168934,13366,0.105,['SOJA'],0.687,253573,0.614,0,3KDrOuo1mXgkuZVQnpFAD7,1.58e-06,11,0.134,-5.4860000000000015,0,Not Done Yet,55,2012-01-31,0.0427,152.037,0.71,2012;
"168935,13367,0.0479,""['Kendrick Lamar', 'JAY-Z']"",0.625,278547,0.773,1,7635mlfbjmTS7t17pKtl6r,0.0,1,0.201,-5.822,1,""Bitch, Don’t Kill My Vibe - Remix"",45,2012,0.235,133.798,0.134,2012";
168936,13368,0.0129,['Cody Jinks'],0.5579999999999999,248467,0.8640000000000001,0,0P6FDXrDuu9lpqKBLSdNWv,0.0556,11,0.29600000000000004,-5.317,1,Thunderheads,44,2012-04-11,0.0621,108.01899999999999,0.6579999999999999,2012;
168937,13369,0.627,['Alabama Shakes'],0.47200000000000003,188613,0.823,0,4jdBFqrhH2ed69JnR1H27e,0.0104,7,0.0924,-5.534,1,Rise To The Sun,43,2012-04-10,0.0842,125.86,0.67,2012;
168938,13370,0.11599999999999999,['MercyMe'],0.493,260493,0.8109999999999999,0,1lASamvlWvmggt0askFTq7,0.00642,4,0.10400000000000001,-6.013999999999999,1,You Are I Am,43,2012-05-22,0.0457,90.00299999999999,0.40299999999999997,2012;
168939,13371,0.135,['Angel Haze'],0.6509999999999999,189531,0.8759999999999999,1,69jqKUauM2XyKBQ6eOZzB6,0.0,8,0.22399999999999998,-7.0329999999999995,1,Werkin' Girls,48,2012-01-01,0.35700000000000004,76.166,0.736,2012;
168940,13372,0.0015300000000000001,['Matthew West'],0.574,277307,0.919,0,0APRAco4v5z0EjMnK0vw3P,6.51e-06,4,0.0689,-4.632,1,Do Something,44,2012-01-01,0.040999999999999995,107.02,0.733,2012;
168941,13373,0.0265,['Lindsey Stirling'],0.47600000000000003,185292,0.643,0,1rmCtRmkQXWKRhBi91NX3z,5.75e-06,2,0.109,-6.619,1,Song of the Caged Bird,44,2012,0.0345,86.505,0.488,2012;
168942,13374,0.0029,['The Offspring'],0.402,241787,0.976,0,0wDgnPr6qmNH3I9EGsIRu2,0.0,9,0.11599999999999999,-1.8230000000000002,1,Days Go By,52,2012-06-26,0.0712,150.061,0.318,2012;
168943,13375,0.00556,['Wade Bowen'],0.624,208440,0.86,0,5Yhr9lHjyM5SXBPU3Ynthu,0.0,4,0.223,-6.101,1,Saturday Night,43,2012-05-28,0.032,114.04899999999999,0.631,2012;
168944,13376,0.00125,['Rihanna'],0.564,225147,0.71,0,5pDUMdIiW0rNLzFryqpC9j,0.0,11,0.109,-4.92,0,Diamonds,55,2012-12-11,0.0461,91.97200000000001,0.39299999999999996,2012;
168945,13377,0.00128,['Sabaton'],0.436,195480,0.9420000000000001,0,5984S6CYEi2IkAqC7DVry6,0.0013800000000000002,10,0.406,-3.447,1,Gott Mit Uns - English Version,44,2012-05-25,0.0516,134.98,0.444,2012;
168946,13378,0.039,['Gigi'],0.804,204571,0.76,0,1Tzm16p4cPz9CLP4cWz1BI,6.9e-05,7,0.244,-8.729,1,Doggin Lover Piano Version - Piano Version,47,2012-07-18,0.162,105.014,0.23199999999999998,2012;
168947,13379,0.303,['King Lil G'],0.466,302760,0.542,1,3UMnrzxc0TgSyfDCWHwZbA,0.0,5,0.113,-7.995,0,Fallin in Love,43,2012-02-07,0.102,131.276,0.26899999999999996,2012;
168948,13380,0.342,['Gigi'],0.805,203429,0.606,0,2KVuV5YFgRaSZ00Xom3uy6,0.0,7,0.165,-7.0489999999999995,1,Doggin Lover - Radio Version,47,2012-07-18,0.128,104.992,0.868,2012;
168949,13381,0.561,['Kenny G'],0.46799999999999997,181480,0.456,0,6TF5NrL4KdfyIUk2Cb0wcR,0.42,3,0.243,-10.341,1,Winter Wonderland,48,2012-09-21,0.0285,103.255,0.223,2012;
168950,13382,0.00732,['Zac Brown Band'],0.524,209213,0.889,0,0lmu66pkaVAVScncgWvGt5,0.00889,8,0.147,-5.257999999999999,1,Uncaged,45,2012-07-06,0.0513,94.934,0.3720000000000001,2012;
168951,13383,0.993,['Steven Bear'],0.45299999999999996,200900,0.0775,0,19xyzbUYHaqID07lGyyAo2,0.945,10,0.10300000000000001,-21.041,1,Theme from Beauty and the Beast,50,2012-05-20,0.0514,134.898,0.161,2012;
168952,13384,0.000596,['Gigi'],0.763,188000,0.748,0,1GgtK7JQxIFK1lZt2laO5k,0.0337,9,0.10400000000000001,-8.45,0,Chicka Chiquita - Radio Version,47,2012-07-18,0.071,120.012,0.812,2012;
168953,13385,7.4e-05,['Green Day'],0.4370000000000001,183147,0.988,0,206n37mZTmloL45RYhmMlP,0.000338,4,0.599,-3.174,1,Nuclear Family,52,2012-09-24,0.0727,175.976,0.625,2012;
168954,13386,0.0899,['Beach House'],0.34600000000000003,251720,0.524,0,3UTKuCUcoA2HQksp7veM6C,2.5e-06,0,0.31,-5.697,1,The Hours,44,2012-05-15,0.027999999999999997,169.605,0.445,2012;
"168955,13387,0.0854,""['3BallMTY', 'América Sierra', 'Smoky']"",0.665,229240,0.9159999999999999,0,7h2jHGYoPZrKNS5QXNxObq,0.0,1,0.205,-3.71,0,Beso Al Aire (feat. América Sierra & Smoky),50,2012-01-01,0.299,131.94299999999998,0.7509999999999999,2012";
"168956,13388,0.542,""['Mac Miller', 'Iman Omari']"",0.787,165300,0.785,1,7s5UGKcydRmp8ljDCRheev,8.420000000000001e-05,10,0.298,-6.2010000000000005,0,Sunlight,45,2012-03-23,0.237,94.02799999999999,0.8959999999999999,2012";
168957,13389,0.551,['Samuel Hernández'],0.373,306933,0.541,0,6pPpBCAxCghZF4NtbpwvRO,0.0,0,0.107,-6.751,1,Dios sabe lo que hace,51,2012-05-01,0.0287,128.619,0.247,2012;
168958,13390,0.46799999999999997,['Meek Mill'],0.631,230693,0.774,1,0WON7GUPcug0IX0tVtMDMV,0.0,11,0.281,-2.459,1,Dreams and Nightmares,45,2012-10-26,0.3,79.745,0.44,2012;
168959,13391,0.456,['Corb Lund'],0.732,250653,0.424,0,2wD8fhmbaM2e1823FJEitJ,0.0,2,0.13,-6.92,0,Dig Gravedigger Dig,46,2012-08-14,0.0442,86.23299999999998,0.748,2012;
168960,13392,0.0754,['Craig Morgan'],0.591,263587,0.88,0,29rfPTA47K0xyl1Pnf1YBw,4.27e-06,11,0.0434,-4.401,1,This Ole Boy,44,2012-02-28,0.0532,114.11,0.6609999999999999,2012;
168961,13393,0.000314,['MARINA'],0.552,253787,0.669,0,1rdxUkcQLJRQwocz7mWyo7,0.0,1,0.113,-6.1610000000000005,1,Valley of the Dolls,43,2012-04-30,0.0269,119.98,0.26,2012;
168962,13394,0.00583,['Nature Sounds'],0.158,1943484,0.574,0,7qd8HUQEoRTLbV4wd1CXRD,0.579,8,0.34700000000000003,-25.155,1,Rain With Distant Thunderstorm,47,2012-11-14,0.179,110.00399999999999,0.0299,2012;
168963,13395,0.6920000000000001,['Beegie Adair'],0.705,154227,0.284,0,7sli4nxk0y6nZbZ7U8c6Dy,0.8190000000000001,5,0.114,-17.403,1,Jingle Bells,49,2012-10-01,0.0374,75.345,0.6990000000000001,2012;
168964,13396,0.0379,['Moderatto'],0.525,231424,0.914,0,2qmzSRt2fCwobsVL7aU09u,8.149999999999999e-05,1,0.102,-4.816,1,Gracias,64,2012-01-01,0.0362,125.09299999999999,0.326,2012;
"168965,13397,0.0073,""['Pitbull', 'Tjr']"",0.7140000000000001,206120,0.9520000000000001,0,2tdseeP2TePM98X6Jcwf1C,0.0,4,0.387,-3.622,1,Don't Stop the Party (feat. TJR),43,2012-11-19,0.0894,127.008,0.9590000000000001,2012";
168966,13398,0.0627,['Stone Sour'],0.28600000000000003,325627,0.547,0,0pVL6gE6ebXHExO9IzrJDQ,3.16e-06,4,0.11199999999999999,-7.922999999999999,1,Taciturn,55,2012-10-17,0.0318,174.717,0.45299999999999996,2012;
168967,13399,0.16,['Aaron Lewis'],0.632,168507,0.667,0,0OtKAoHjNQ3bih9sllLPHs,0.00011899999999999999,6,0.12300000000000001,-6.952000000000001,1,The Road,43,2012-11-08,0.0359,160.09,0.768,2012;
168968,13400,0.9540000000000001,['Iko'],0.33299999999999996,233133,0.0839,0,3Ms9qUt6Xa22VJJsi6ExtK,0.0,10,0.0975,-13.297,0,Heart Of Stone,50,2012-11-09,0.0407,138.889,0.325,2012;
"168969,13401,0.00454,""['Moonshine Bandits', 'Pruno', 'Danny Boone']"",0.867,219733,0.6709999999999999,1,366z968aBVTZdn55pNMkNG,1.78e-06,9,0.096,-4.87,1,Dive Bar Beauty Queen (feat. Danny Boone & Pruno),44,2012-12-04,0.16899999999999998,105.027,0.228,2012";
168970,13402,0.0119,['Block B'],0.755,205322,0.8390000000000001,0,4fZYGHiRcKxwVSnF498uaE,0.0,9,0.0905,-2.693,0,Nillili Mambo,50,2012-10-17,0.0538,109.93799999999999,0.512,2012;
168971,13403,0.715,['Corey Smith'],0.5539999999999999,268960,0.655,1,4VaqmTpAAsm8j3ZO7mXuWe,7.05e-06,2,0.966,-6.992000000000001,1,Fuck The Po-Po - Live,44,2012-11-29,0.0363,104.286,0.526,2012;
168972,13404,0.11800000000000001,['Tenth Avenue North'],0.621,212507,0.5710000000000001,0,29yJSGtuwJCfpfGW3Upeo6,2.7899999999999997e-05,4,0.0961,-7.925,1,Losing,44,2012-08-17,0.0328,149.946,0.5489999999999999,2012;
"168973,13405,0.983,""['Dmitri Shostakovich', 'Alexander Melnikov', 'Mahler Chamber Orchestra', 'Teodor Currentzis']"",0.18600000000000005,462533,0.00228,0,46TzngK2DGxxn3yO3gjTGe,0.945,0,0.0718,-38.863,0,Piano Concerto No. 2 Op. 102 in F Major: II. Andante,52,2012-02-06,0.0424,78.426,0.0392,2012";
168974,13406,0.1,['Vacationer'],0.515,204032,0.79,0,4IiLUcJ9MOMXMGNv9zXxY1,0.000266,8,0.192,-4.64,1,Good As New,43,2012-03-20,0.0665,94.992,0.6409999999999999,2012;
"168975,13407,0.0287,""['Machine Gun Kelly', '2 Chainz', 'French Montana', 'Meek Mill', 'Mystikal', 'Steve O', 'Yo Gotti']"",0.77,256187,0.605,1,2gaI79Gf9OeU0t4ELEmc9B,0.0,10,0.221,-5.16,0,Wild Boy - Remix,44,2012-01-01,0.195,140.142,0.584,2012";
168976,13408,0.395,['The Weeknd'],0.45799999999999996,349213,0.705,1,6nNr7G34ZmUpyIiYWpQzgP,0.0195,4,0.601,-5.462999999999999,0,Lonely Star,43,2012-01-01,0.0672,157.97,0.15,2012;
168977,13409,0.0073700000000000015,['Matthew West'],0.40700000000000003,267347,0.669,0,0CKKKckCxCLgGMBN9r3SCR,1.13e-05,0,0.135,-5.166,1,Forgiveness,44,2012-01-01,0.0337,178.21,0.19699999999999998,2012;
168978,13410,0.0255,['Electric Guest'],0.768,186107,0.833,1,12GEv3kB19M52HvybQ6maU,6.15e-05,10,0.0975,-4.649,0,Waves,43,2012-01-01,0.0367,120.006,0.858,2012;
168979,13411,0.183,['Brandon Heath'],0.514,218627,0.6970000000000001,0,6gAifEnsklSTHLp8XbiuCK,4.370000000000001e-05,8,0.358,-6.439,0,Jesus In Disguise,44,2012-10-05,0.026000000000000002,83.962,0.503,2012;
168980,13412,0.48200000000000004,['Brandi Carlile'],0.726,201493,0.667,0,3tAwGmIYlx4dqC0PAT9y8I,0.0,10,0.0446,-4.072,1,Hard Way Home,45,2012-06-01,0.0491,87.086,0.205,2012;
"168981,13413,0.00675,""['Skrillex', 'The Doors', 'Zedd']"",0.58,330577,0.9520000000000001,0,3IBMJLY5uN014W1hTzdTRl,0.16899999999999998,4,0.278,-4.0969999999999995,0,Breakn' a Sweat - Zedd Remix,49,2012-02-07,0.0646,130.041,0.41600000000000004,2012";
168982,13414,0.7659999999999999,['Ray Smith'],0.611,143288,0.847,0,4HN7R0zJTwLpK5f5xpGMbV,2.0300000000000002e-05,9,0.138,-7.633999999999999,0,Right Behind You Baby,48,2012-07-31,0.0613,88.36399999999998,0.9640000000000001,2012;
168983,13415,0.158,['Mac Miller'],0.528,203326,0.726,1,53YBVpKWtJVMkaBtkACl3U,1.89e-06,11,0.532,-6.318,1,Angels (When She Shuts Her Eyes),45,2012-03-23,0.20600000000000002,139.786,0.222,2012;
168984,13416,0.000199,['FIDLAR'],0.284,141813,0.961,1,5AxQLMryCnt0Z9qr0otKeH,0.0,9,0.365,-3.9930000000000003,1,Cheap Beer,44,2012-09-25,0.0567,186.287,0.198,2012;
168985,13417,0.0649,['The Real McKenzies'],0.47600000000000003,248733,0.539,0,6gXLYsEkqlhe41lWPdBKOx,0.0,10,0.243,-5.308,1,The Tempest,49,2012-03-27,0.0571,174.58900000000003,0.732,2012;
168986,13418,0.0532,['Miguel'],0.4320000000000001,280267,0.867,0,3YA7i7hvNDDplDT79NWLUr,0.0,9,0.247,-6.809,1,Use Me,43,2012-09-28,0.0593,79.995,0.54,2012;
168987,13419,0.0036299999999999995,['The Muffs'],0.3720000000000001,191240,0.821,0,5lZAzpl6XoswhDz7BukTta,6.12e-05,1,0.0706,-5.64,1,Kids in America,47,2012-02-14,0.0822,164.993,0.523,2012;
168988,13420,0.594,['Los Armadillos de la Sierra'],0.945,243280,0.47700000000000004,0,0V0sIKjYITUsu3JmPZJ627,0.00218,11,0.0891,-6.278,1,La Luz de Tus Ojos,46,2012,0.0575,114.99600000000001,0.9640000000000001,2012;
168989,13421,0.0038,['Imagine Dragons'],0.685,206707,0.831,0,0jjphpegPbJIk0C6BSvTE5,6.2e-05,7,0.124,-4.5680000000000005,1,Underdog,44,2012-09-04,0.042,99.98299999999999,0.57,2012;
"168990,13422,0.0886,""['Vybz Kartel', 'Popcaan', 'Gaza Slim']"",0.631,183893,0.802,0,1TFdSG786lkY22jKsMDZ35,0.0,8,0.10300000000000001,-5.316,1,Clarks,53,2012-01-23,0.373,101.87200000000001,0.772,2012";
168991,13423,0.0104,['Halestorm'],0.5489999999999999,199093,0.9390000000000001,0,42h9lxw9OKy1sw6vh6dKBP,0.0,4,0.07400000000000001,-3.031,0,Rock Show,47,2012-04-09,0.0482,121.98,0.5479999999999999,2012;
"168992,13424,0.00809,""['Maduk', 'Veela']"",0.483,221625,0.9229999999999999,0,3VPBqHUd17ZvEgabW9ZOUU,4.0600000000000004e-05,7,0.0929,-4.477,1,Ghost Assassin - Original Mix,54,2012-07-16,0.0475,176.00099999999995,0.0798,2012";
168993,13425,0.0010400000000000001,['Austin Moon'],0.708,144733,0.897,0,6nPKFZVp2Lt28ojCYxgo2e,5.78e-06,6,0.141,-5.216,1,Double Take,45,2012-01-01,0.0466,130.064,0.8859999999999999,2012;
168994,13426,0.00158,['fun.'],0.321,237467,0.7859999999999999,0,3xsMa7CA11iRjhmIdEy2N6,0.0,6,0.105,-4.137,0,All Alright,44,2012-02-21,0.0516,107.3,0.342,2012;
168995,13427,0.457,['The California Honeydrops'],0.5329999999999999,569733,0.524,0,1PLXHl630NVeLZVjC42pZW,1.41e-06,6,0.604,-6.938,0,Don't Let the Green Grass Fool You (Live),45,2012-04-10,0.0712,77.635,0.3670000000000001,2012;
168996,13428,0.961,['Alex G'],0.6679999999999999,124333,0.314,0,6dXs0lM3BhWnsyqtuWFOYl,0.78,9,0.10800000000000001,-14.966,0,Change,43,2012-11-05,0.0479,92.39,0.322,2012;
168997,13429,0.516,['Message To Bears'],0.35,331111,0.563,0,6pOiBHK2mMiSNnPsYNGsEc,0.9009999999999999,0,0.0984,-10.773,0,Wake Me,50,2012,0.0279,107.171,0.38299999999999995,2012;
"168998,13430,0.381,""['Joey Bada$$', 'CJ Fly']"",0.613,261670,0.8079999999999999,1,24TUPoKOVqKT1hZHV63FUV,0.0,2,0.262,-6.077999999999999,1,Don't Front,47,2012-06-12,0.248,94.51,0.736,2012";
168999,13431,0.0155,['Turnpike Troubadours'],0.659,223360,0.621,0,4ISJGDIMTOdl1ykRfALjUz,0.00041500000000000017,7,0.213,-7.1670000000000025,1,Morgan Street,43,2012-05-08,0.0247,129.066,0.818,2012;
169000,13432,0.215,['Matt Corby'],0.59,253521,0.754,1,5DG2SWW7kPgYqOY0Ex5Ssj,2.05e-05,2,0.109,-4.705,1,Brother,56,2012-11-16,0.0402,99.93700000000001,0.371,2012;
169001,13433,0.53,['Pierce Edens'],0.627,309735,0.5660000000000001,0,6iUYqKyjgFBiHwRQPlltWn,0.0,0,0.111,-7.164,1,Montana,44,2012-06-29,0.0362,119.978,0.65,2012;
"169002,13434,0.223,""['Asaf Avidan', 'The Mojos', 'Wankelmut']"",0.826,215187,0.6679999999999999,0,68rcszAg5pbVaXVvR7LFNh,6.92e-05,3,0.16699999999999998,-6.329,0,One Day / Reckoning Song (Wankelmut Remix) - Radio Edit,66,2012-08-03,0.0571,118.99,0.534,2012";
"169003,13435,0.019,""['Justin Bieber', 'Ludacris']"",0.6890000000000001,244547,0.816,0,6WgrB8d7GLBGweYLDI6ObR,2.42e-06,3,0.18100000000000002,-3.951,0,All Around The World,54,2012-01-01,0.17800000000000002,127.958,0.775,2012";
169004,13436,0.059000000000000004,['King Lil G'],0.72,248013,0.688,1,7yE1PCMfaBLttuyShyCPxi,0.000194,0,0.0961,-9.852,1,Narco Corridos,44,2012-05-05,0.264,142.266,0.478,2012;
"169005,13437,0.127,""['Odd Future', 'Mike G']"",0.57,182013,0.8029999999999999,1,6IKThyOvGgxCqU4llnViJg,0.0,9,0.662,-5.287999999999999,0,Forest Green (feat. Mike G),46,2012-03-16,0.33399999999999996,76.908,0.7190000000000001,2012";
169006,13438,0.00013000000000000002,['Avatar'],0.597,212467,0.9420000000000001,0,6qvzWhFE709g9DjtUupW22,0.00281,9,0.15,-3.853,1,Let It Burn,45,2012-02-14,0.031,114.977,0.616,2012;
"169007,13439,0.0621,""['Beck', 'Bat For Lashes']"",0.614,250200,0.7829999999999999,0,0Z8ImgwAkYVob6mrpmua6p,0.0682,10,0.0756,-5.529,0,Let's Get Lost,49,2012-10-12,0.0417,109.98,0.11900000000000001,2012";
169008,13440,0.13,['Fobia'],0.701,156947,0.9259999999999999,0,0wTrY23ot5A0aog0JNzXLS,0.00103,0,0.111,-1.395,1,El Microbito,43,2012-06-26,0.0327,121.944,0.935,2012;
169009,13441,0.00237,['Four Tet'],0.7829999999999999,509539,0.745,0,1vBxzMZGCneeEemHVMw6Q3,0.17,4,0.102,-11.5,0,Locked,53,2012-08-20,0.0839,133.19299999999998,0.888,2012;
"169010,13442,0.00231,""['Bassnectar', 'Mimi Page']"",0.32,258000,0.624,0,6afn8m34zlEiD6Vwzxu0BQ,0.17,8,0.0851,-5.115,1,Butterfly,44,2012-04-10,0.0321,140.007,0.0392,2012";
169011,13443,0.00533,['Otto Knows'],0.679,357507,0.732,0,2nIDPOUOprhe14XoCK6gxw,0.11699999999999999,3,0.08800000000000001,-7.0889999999999995,1,Million Voices,44,2012-01-01,0.0526,125.98100000000001,0.268,2012;
169012,13444,0.188,['Avalanche City'],0.519,192827,0.494,0,3e5Ee5GrNzSnCt2laIDm3S,0.0,6,0.159,-5.399,1,Love Love Love - AU Master,44,2012-03-20,0.0263,99.90899999999999,0.243,2012;
169013,13445,0.40700000000000003,['Ricardo Arjona'],0.626,234853,0.574,0,4ZmAMOU0bcmrwwOvEK8aDT,0.0,7,0.17,-7.73,1,Quién Diría,58,2012-01-23,0.03,119.531,0.272,2012;
169014,13446,0.598,['Rod Stewart'],0.7490000000000001,166653,0.466,0,3axf24Va6v6MrdoTr7l8Te,0.0,5,0.27,-9.187999999999999,1,Santa Claus Is Coming To Town,58,2012-01-01,0.0514,112.041,0.648,2012;
169015,13447,0.121,['Blackalicious'],0.894,339387,0.53,1,3modItPxv7WPVIuSMLW496,0.012,9,0.353,-9.995,0,Swan Lake,50,2012-07-31,0.22,95.86399999999999,0.627,2012;
